STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COU,Reporting country,FLW,Flow,PAR,Partner country,CAT,End-use,IND,Industry,VAL,Variable,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SVK,Slovak Republic,IMPO,Imports,BEL,Belgium,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,242.883,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,PRT,Portugal,IMPO,Imports,JPN,Japan,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,0.476,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,DNK,Denmark,IMPO,Imports,CZE,Czechia,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,277.68,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,PRT,Portugal,EXPO,Exports,ITA,Italy,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,64505.597,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ESP,Spain,IMPO,Imports,FIN,Finland,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,2641.21,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,GBR,United Kingdom,EXPO,Exports,JPN,Japan,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,6095.769,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ITA,Italy,IMPO,Imports,SVK,Slovak Republic,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,3419.721,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,KOR,Korea,EXPO,Exports,GRC,Greece,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,122.357,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,KOR,Korea,EXPO,Exports,FIN,Finland,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,296861.989,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ITA,Italy,EXPO,Exports,GBR,United Kingdom,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,25579375.979,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,NLD,Netherlands,IMPO,Imports,BEL,Belgium,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,2789114.841,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ESP,Spain,IMPO,Imports,SWE,Sweden,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,255491.528,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ESP,Spain,IMPO,Imports,USA,United States,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,1118088.414,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SVK,Slovak Republic,IMPO,Imports,DNK,Denmark,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,312397.347,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,KOR,Korea,IMPO,Imports,HUN,Hungary,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,690645.155,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,POL,Poland,IMPO,Imports,HUN,Hungary,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,3584515.137,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SWE,Sweden,EXPO,Exports,GRC,Greece,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,367.601,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,GRC,Greece,EXPO,Exports,JPN,Japan,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,91280.973,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,FRA,France,IMPO,Imports,POL,Poland,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,3175.6,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,FRA,France,IMPO,Imports,ESP,Spain,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,3301823.865,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,IRL,Ireland,EXPO,Exports,USA,United States,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,23994.977,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,FIN,Finland,IMPO,Imports,DEU,Germany,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,9763301.465,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,BEL,Belgium,EXPO,Exports,AUS,Australia,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,2573.455,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,FRA,France,EXPO,Exports,BEL,Belgium,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,1984474.921,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ESP,Spain,IMPO,Imports,POL,Poland,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,5803970.272,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ESP,Spain,IMPO,Imports,FRA,France,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,99579.377,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,GRC,Greece,EXPO,Exports,DEU,Germany,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,2030856.972,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,JPN,Japan,EXPO,Exports,LUX,Luxembourg,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,581626.421,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,IRL,Ireland,EXPO,Exports,SVK,Slovak Republic,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,63418.441,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,CZE,Czechia,EXPO,Exports,ESP,Spain,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,7773.443,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,GBR,United Kingdom,EXPO,Exports,KOR,Korea,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,6907.957,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SWE,Sweden,EXPO,Exports,DEU,Germany,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,14623658.012,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,AUS,Australia,EXPO,Exports,ITA,Italy,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,222559.457,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ESP,Spain,IMPO,Imports,KOR,Korea,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,1041.527,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,CZE,Czechia,IMPO,Imports,AUS,Australia,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,103923.973,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,DEU,Germany,EXPO,Exports,FRA,France,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,114021220.32,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,CZE,Czechia,EXPO,Exports,POL,Poland,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,238337.32,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,POL,Poland,IMPO,Imports,JPN,Japan,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,434.709,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,DNK,Denmark,IMPO,Imports,POL,Poland,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,177863.284,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,JPN,Japan,IMPO,Imports,USA,United States,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,6069828.04,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SVK,Slovak Republic,IMPO,Imports,LUX,Luxembourg,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,91.726,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,LUX,Luxembourg,EXPO,Exports,ITA,Italy,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,11540.706,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,JPN,Japan,IMPO,Imports,IRL,Ireland,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,791.22,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,BEL,Belgium,EXPO,Exports,PRT,Portugal,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,8845.994,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,DEU,Germany,IMPO,Imports,BEL,Belgium,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,151010.022,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,USA,United States,EXPO,Exports,PRT,Portugal,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,181072.916,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SVK,Slovak Republic,EXPO,Exports,LUX,Luxembourg,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,47.518,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SVK,Slovak Republic,EXPO,Exports,CZE,Czechia,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,232611.629,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,IRL,Ireland,EXPO,Exports,GRC,Greece,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,694.491,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,KOR,Korea,EXPO,Exports,JPN,Japan,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,467162.382,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ITA,Italy,IMPO,Imports,LUX,Luxembourg,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,232.554,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SWE,Sweden,IMPO,Imports,GBR,United Kingdom,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,6138122.974,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,JPN,Japan,EXPO,Exports,ESP,Spain,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,2868560.615,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,NLD,Netherlands,EXPO,Exports,POL,Poland,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,20960.74,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,HUN,Hungary,EXPO,Exports,KOR,Korea,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,475640.308,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,BEL,Belgium,IMPO,Imports,KOR,Korea,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,1623372.877,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,USA,United States,EXPO,Exports,AUS,Australia,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,22567532.215,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,HUN,Hungary,IMPO,Imports,POL,Poland,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,5697135.797,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,HUN,Hungary,EXPO,Exports,ITA,Italy,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,2460.594,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SVK,Slovak Republic,EXPO,Exports,ESP,Spain,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,4545.849,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,USA,United States,IMPO,Imports,HUN,Hungary,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,6851.893,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,CZE,Czechia,EXPO,Exports,DNK,Denmark,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,1734.063,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,DNK,Denmark,EXPO,Exports,KOR,Korea,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,34011.702,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,USA,United States,EXPO,Exports,FRA,France,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,873796.027,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,DNK,Denmark,IMPO,Imports,AUS,Australia,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,1.53,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,HUN,Hungary,EXPO,Exports,AUS,Australia,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,408235.281,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,FRA,France,IMPO,Imports,FIN,Finland,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,2637930.13,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,BEL,Belgium,EXPO,Exports,PRT,Portugal,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,1540690.094,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,HUN,Hungary,EXPO,Exports,ESP,Spain,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,65.63,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,GBR,United Kingdom,IMPO,Imports,DEU,Germany,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,248694,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,HUN,Hungary,IMPO,Imports,IRL,Ireland,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,805.273,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,POL,Poland,IMPO,Imports,GBR,United Kingdom,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,4845766.273,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,NLD,Netherlands,IMPO,Imports,ITA,Italy,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,10630707.07,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,PRT,Portugal,IMPO,Imports,HUN,Hungary,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,442359.633,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,KOR,Korea,EXPO,Exports,USA,United States,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,68515016.56,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,LUX,Luxembourg,EXPO,Exports,GBR,United Kingdom,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,4.042,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,HUN,Hungary,IMPO,Imports,ITA,Italy,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,4835093.586,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,POL,Poland,IMPO,Imports,ITA,Italy,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,211505.256,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,FIN,Finland,IMPO,Imports,NLD,Netherlands,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,245487.191,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ITA,Italy,EXPO,Exports,NLD,Netherlands,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,41318.902,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,FIN,Finland,EXPO,Exports,ESP,Spain,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,9797.644,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,NLD,Netherlands,EXPO,Exports,USA,United States,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,892896.664,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,HUN,Hungary,EXPO,Exports,SVK,Slovak Republic,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,5088776.6866,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,HUN,Hungary,EXPO,Exports,CZE,Czechia,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,4755310.551,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,IRL,Ireland,IMPO,Imports,NLD,Netherlands,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,2366843.461,,A,,USD,US Dollar,3,Thousands,,
